opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,is_won,is_closed,cycle_days,manager,regional_office,sector,year_established,revenue,employees,office_location,subsidiary_of,series,sales_price
3SF8O9S6,Vicki Laflamme,MG Special,Plusstrip,Won,2016-12-02,2017-03-27,60.0,True,True,115.0,Celia Rouche,West,entertainment,2002.0,349.81,315.0,United States,,MG,55
CNM0H9FR,Zane Levy,GTX Basic,,Engaging,2016-12-02,,,False,False,,Summer Sewald,West,,,,,,,GTX,550
XK668R7C,Darcel Schlecht,GTX Basic,Dontechi,Lost,2016-12-03,2017-03-12,0.0,False,True,99.0,Melvin Marxen,Central,software,1982.0,4618.0,10083.0,United States,,GTX,550
TZCAQWL3,Darcel Schlecht,GTX Pro,Funholding,Lost,2016-12-03,2017-03-19,0.0,False,True,106.0,Melvin Marxen,Central,finance,1991.0,2819.5,7227.0,United States,Golddex,GTX,4821
BADC6A9H,Darcel Schlecht,GTX Basic,Globex Corporation,Won,2016-12-03,2017-03-23,516.0,True,True,110.0,Melvin Marxen,Central,technolgy,2000.0,1223.72,2497.0,Norway,,GTX,550
B8E0UUZR,Darcel Schlecht,GTX Pro,Rangreen,Won,2016-12-03,2017-03-22,4829.0,True,True,109.0,Melvin Marxen,Central,technolgy,1987.0,2938.67,8775.0,Panama,,GTX,4821
I043RXJV,Moses Frase,GTX Plus Basic,Dontechi,Lost,2016-12-03,2017-03-17,0.0,False,True,104.0,Dustin Brinkmann,Central,software,1982.0,4618.0,10083.0,United States,,GTX,1096
MWWB44CC,Reed Clapper,GTX Plus Basic,Donquadtech,Won,2016-12-03,2017-03-02,950.0,True,True,89.0,Rocco Neubert,East,technolgy,1992.0,1712.68,3194.0,United States,Acme Corporation,GTX,1096
HBTINPDG,Vicki Laflamme,GTX Plus Basic,Xx-holding,Lost,2016-12-03,2017-03-09,0.0,False,True,96.0,Celia Rouche,West,finance,1993.0,7537.24,20293.0,United States,,GTX,1096
DZ3KHZSX,Corliss Cosme,GTX Basic,Initech,Won,2016-12-04,2017-03-20,513.0,True,True,106.0,Cara Losch,East,telecommunications,1994.0,6395.05,20275.0,United States,,GTX,550
3W1K7X5F,Darcel Schlecht,GTX Pro,Condax,Lost,2016-12-04,2017-03-09,0.0,False,True,95.0,Melvin Marxen,Central,medical,2017.0,4.54,9.0,United States,,GTX,4821
45A57X68,Darcel Schlecht,GTX Plus Pro,Ron-tech,Won,2016-12-04,2017-03-12,5522.0,True,True,98.0,Melvin Marxen,Central,medical,1992.0,3922.42,6837.0,United States,,GTX,5482
9SLYC4TR,Gladys Colclough,MG Special,Cancity,Won,2016-12-04,2017-03-09,56.0,True,True,95.0,Melvin Marxen,Central,retail,2001.0,718.62,2448.0,United States,,MG,55
JLWKWQYC,James Ascencio,GTX Pro,Doncon,Won,2016-12-04,2017-03-08,5673.0,True,True,94.0,Summer Sewald,West,technolgy,2010.0,587.72,1501.0,United States,,GTX,4821
7QC6FOKW,Kami Bicknell,GTX Basic,Xx-holding,Won,2016-12-04,2017-03-10,598.0,True,True,96.0,Summer Sewald,West,finance,1993.0,7537.24,20293.0,United States,,GTX,550
XA184CMW,Marty Freudenburg,GTX Plus Pro,Rangreen,Won,2016-12-04,2017-03-16,5787.0,True,True,102.0,Melvin Marxen,Central,technolgy,1987.0,2938.67,8775.0,Panama,,GTX,5482
S0N7BYU3,Maureen Marcano,GTX Plus Basic,Singletechno,Won,2016-12-04,2017-03-08,1070.0,True,True,94.0,Summer Sewald,West,retail,1996.0,2214.94,5374.0,United States,,GTX,1096
6WOMHAJM,Boris Faz,MG Advanced,Donquadtech,Won,2016-12-05,2017-03-14,3677.0,True,True,99.0,Rocco Neubert,East,technolgy,1992.0,1712.68,3194.0,United States,Acme Corporation,MG,3393
G1QGATKV,Cassey Cress,GTX Plus Pro,Ontomedia,Won,2016-12-05,2017-03-30,5425.0,True,True,115.0,Rocco Neubert,East,employment,1997.0,882.12,2769.0,United States,,GTX,5482
UAE5ZC7O,Daniell Hammack,GTX Plus Pro,,Engaging,2016-12-05,,,False,False,,Rocco Neubert,East,,,,,,,GTX,5482
6XFVQI32,Donn Cantrell,MG Advanced,Yearin,Won,2016-12-05,2017-03-23,3415.0,True,True,108.0,Rocco Neubert,East,retail,2005.0,2261.05,3851.0,United States,,MG,3393
JUCNIG4H,James Ascencio,GTX Basic,,Engaging,2016-12-05,,,False,False,,Summer Sewald,West,,,,,,,GTX,550
OGD4MDJ9,Maureen Marcano,GTX Plus Basic,Lexiqvolax,Won,2016-12-05,2017-03-21,891.0,True,True,106.0,Summer Sewald,West,medical,2004.0,1618.89,3889.0,United States,,GTX,1096
4NGBUZWJ,Lajuana Vencill,GTX Basic,Codehow,Won,2016-12-06,2017-03-12,609.0,True,True,96.0,Dustin Brinkmann,Central,software,1998.0,2714.9,2641.0,United States,Acme Corporation,GTX,550
EFG5DGV5,Markita Hansen,MG Special,Plusstrip,Won,2016-12-06,2017-03-16,54.0,True,True,100.0,Celia Rouche,West,entertainment,2002.0,349.81,315.0,United States,,MG,55
82MM4H33,Zane Levy,GTX Plus Basic,Labdrill,Won,2016-12-06,2017-03-09,1049.0,True,True,93.0,Summer Sewald,West,medical,1985.0,2741.37,9226.0,United States,,GTX,1096
14PM641K,Cassey Cress,GTX Plus Basic,Gekko & Co,Won,2016-12-07,2017-03-07,1152.0,True,True,90.0,Rocco Neubert,East,retail,1990.0,2520.83,3502.0,United States,,GTX,1096
DSBGHOPN,Daniell Hammack,MG Special,Plussunin,Lost,2016-12-07,2017-03-20,0.0,False,True,103.0,Rocco Neubert,East,retail,2003.0,1419.98,4018.0,United States,,MG,55
1YSOZLHF,Daniell Hammack,GTX Pro,Umbrella Corporation,Won,2016-12-07,2017-03-28,4799.0,True,True,111.0,Rocco Neubert,East,finance,1998.0,2022.14,5113.0,United States,,GTX,4821
E8RP9FRW,Gladys Colclough,MG Special,dambase,Won,2016-12-07,2017-03-12,51.0,True,True,95.0,Melvin Marxen,Central,marketing,1995.0,2173.98,2928.0,United States,Inity,MG,55
787IRG9Q,Hayden Neloms,MG Advanced,J-Texon,Won,2016-12-07,2017-03-03,3426.0,True,True,86.0,Celia Rouche,West,retail,1989.0,1388.67,3583.0,United States,,MG,3393
0TUS4NAC,Jonathan Berthelot,MG Special,Rangreen,Won,2016-12-07,2017-03-11,51.0,True,True,94.0,Melvin Marxen,Central,technolgy,1987.0,2938.67,8775.0,Panama,,MG,55
FAJTQMUM,Kami Bicknell,GTX Basic,Finjob,Won,2016-12-07,2017-03-20,564.0,True,True,103.0,Summer Sewald,West,employment,1988.0,2059.9,3644.0,United States,,GTX,550
TWF0J0DF,Cecily Lampkin,GTX Plus Pro,Isdom,Won,2016-12-08,2017-03-01,5882.0,True,True,83.0,Dustin Brinkmann,Central,medical,2002.0,3178.24,4540.0,United States,,GTX,5482
ICMXZOVL,Daniell Hammack,GTX Pro,Stanredtax,Engaging,2016-12-08,,,False,False,,Rocco Neubert,East,finance,1987.0,1698.2,3798.0,United States,,GTX,4821
UQ14O415,Donn Cantrell,GTX Pro,Plussunin,Won,2016-12-08,2017-03-20,5059.0,True,True,102.0,Rocco Neubert,East,retail,2003.0,1419.98,4018.0,United States,,GTX,4821
IBEUTCSW,James Ascencio,MG Advanced,,Engaging,2016-12-08,,,False,False,,Summer Sewald,West,,,,,,,MG,3393
O3KC8QI8,Kami Bicknell,GTX Plus Basic,,Engaging,2016-12-08,,,False,False,,Summer Sewald,West,,,,,,,GTX,1096
BOJSLNDG,Kami Bicknell,MG Advanced,Singletechno,Won,2016-12-08,2017-03-11,3388.0,True,True,93.0,Summer Sewald,West,retail,1996.0,2214.94,5374.0,United States,,MG,3393
WALNFJ70,Kary Hendrixson,GTX Plus Pro,,Engaging,2016-12-08,,,False,False,,Summer Sewald,West,,,,,,,GTX,5482
DASMR0EK,Markita Hansen,GTX Plus Pro,Zoomit,Won,2016-12-08,2017-03-10,5410.0,True,True,92.0,Celia Rouche,West,entertainment,1992.0,324.19,978.0,United States,,GTX,5482
A76M0OOH,Reed Clapper,GTX Plus Basic,Zathunicon,Won,2016-12-08,2017-03-28,978.0,True,True,110.0,Rocco Neubert,East,retail,2010.0,71.12,144.0,United States,,GTX,1096
E1VKE2PH,Vicki Laflamme,MG Special,Scotfind,Won,2016-12-08,2017-03-26,54.0,True,True,108.0,Celia Rouche,West,software,1996.0,6354.87,16780.0,United States,Bubba Gump,MG,55
SKY95DVG,Anna Snelling,MG Special,Betatech,Lost,2016-12-09,2017-03-22,0.0,False,True,103.0,Dustin Brinkmann,Central,medical,1986.0,647.18,1185.0,Kenya,,MG,55
V5OK4V5I,Cassey Cress,GTX Basic,Bubba Gump,Won,2016-12-09,2017-03-14,549.0,True,True,95.0,Rocco Neubert,East,software,2002.0,987.39,2253.0,United States,,GTX,550
GJ4L5HHN,Corliss Cosme,GTX Plus Basic,Mathtouch,Won,2016-12-09,2017-03-14,1034.0,True,True,95.0,Cara Losch,East,marketing,1984.0,3027.46,9516.0,Jordan,,GTX,1096
9R8JWY3J,Donn Cantrell,GTX Pro,Vehement Capital Partners,Won,2016-12-09,2017-03-03,4998.0,True,True,84.0,Rocco Neubert,East,finance,1993.0,646.1,883.0,United States,Golddex,GTX,4821
0EOFVU05,Donn Cantrell,MG Advanced,Ontomedia,Won,2016-12-09,2017-03-28,3421.0,True,True,109.0,Rocco Neubert,East,employment,1997.0,882.12,2769.0,United States,,MG,3393
HNHOPL7M,Kary Hendrixson,GTX Plus Pro,Doncon,Won,2016-12-09,2017-03-04,5425.0,True,True,85.0,Summer Sewald,West,technolgy,2010.0,587.72,1501.0,United States,,GTX,5482
Y0NYI17R,Vicki Laflamme,MG Special,Dalttechnology,Won,2016-12-09,2017-03-15,55.0,True,True,96.0,Celia Rouche,West,software,2013.0,98.79,96.0,United States,Bubba Gump,MG,55
R4F4RGAL,Violet Mclelland,MG Advanced,Silis,Won,2016-12-09,2017-03-14,3558.0,True,True,95.0,Cara Losch,East,medical,1994.0,2818.38,6290.0,United States,,MG,3393
MNVMY83P,Cassey Cress,GTX Pro,Plussunin,Engaging,2016-12-10,,,False,False,,Rocco Neubert,East,retail,2003.0,1419.98,4018.0,United States,,GTX,4821
0ZHLQFGU,Kami Bicknell,GTX Pro,Blackzim,Won,2016-12-10,2017-03-22,4839.0,True,True,102.0,Summer Sewald,West,retail,2009.0,497.11,1588.0,United States,,GTX,4821
40DPY158,Markita Hansen,MG Special,Hottechi,Won,2016-12-10,2017-03-25,47.0,True,True,105.0,Celia Rouche,West,technolgy,1997.0,8170.38,16499.0,Korea,,MG,55
DP9E525R,Maureen Marcano,GTX Plus Basic,Fasehatice,Won,2016-12-10,2017-03-24,1007.0,True,True,104.0,Summer Sewald,West,retail,1990.0,4968.91,7523.0,United States,,GTX,1096
DBDUMQQK,Niesha Huffines,MG Special,Inity,Won,2016-12-10,2017-03-24,48.0,True,True,104.0,Melvin Marxen,Central,marketing,1986.0,2403.58,8801.0,United States,,MG,55
CNBN12RL,Versie Hillebrand,MG Special,Treequote,Won,2016-12-10,2017-03-07,49.0,True,True,87.0,Dustin Brinkmann,Central,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,MG,55
OXL0YWEE,Violet Mclelland,GTX Basic,Mathtouch,Won,2016-12-10,2017-03-18,504.0,True,True,98.0,Cara Losch,East,marketing,1984.0,3027.46,9516.0,Jordan,,GTX,550
ZOBJHMAF,Cassey Cress,MG Advanced,,Engaging,2016-12-11,,,False,False,,Rocco Neubert,East,,,,,,,MG,3393
KD6MB4AP,Elease Gluck,MG Special,,Engaging,2016-12-11,,,False,False,,Celia Rouche,West,,,,,,,MG,55
5CSSZJF4,Jonathan Berthelot,GTX Basic,Finhigh,Won,2016-12-11,2017-03-21,543.0,True,True,100.0,Melvin Marxen,Central,finance,2006.0,1102.43,1759.0,United States,,GTX,550
0XG8TOJF,Kary Hendrixson,GTX Plus Pro,Fasehatice,Lost,2016-12-11,2017-03-18,0.0,False,True,97.0,Summer Sewald,West,retail,1990.0,4968.91,7523.0,United States,,GTX,5482
IIS0O91J,Kary Hendrixson,GTX Pro,Fasehatice,Won,2016-12-11,2017-03-28,5149.0,True,True,107.0,Summer Sewald,West,retail,1990.0,4968.91,7523.0,United States,,GTX,4821
2LP5SUR5,Lajuana Vencill,GTX Basic,Treequote,Lost,2016-12-11,2017-03-09,0.0,False,True,88.0,Dustin Brinkmann,Central,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,GTX,550
PYZZ3IS6,Markita Hansen,GTX Plus Basic,Blackzim,Won,2016-12-11,2017-03-11,1043.0,True,True,90.0,Celia Rouche,West,retail,2009.0,497.11,1588.0,United States,,GTX,1096
5I4K5TQE,Cassey Cress,GTX Plus Pro,Sumace,Lost,2016-12-12,2017-03-09,0.0,False,True,87.0,Rocco Neubert,East,retail,2000.0,167.89,493.0,Romania,,GTX,5482
RV3LPOYP,James Ascencio,GTX Basic,Condax,Won,2016-12-12,2017-03-29,437.0,True,True,107.0,Summer Sewald,West,medical,2017.0,4.54,9.0,United States,,GTX,550
A194RP0I,Rosalina Dieter,MG Advanced,,Engaging,2016-12-12,,,False,False,,Celia Rouche,West,,,,,,,MG,3393
1HVNTEPV,Rosie Papadopoulos,GTX Pro,Kinnamplus,Won,2016-12-12,2017-03-11,4465.0,True,True,89.0,Cara Losch,East,retail,2004.0,702.72,1831.0,United States,,GTX,4821
LC85AQ1I,Vicki Laflamme,GTX Basic,Konex,Won,2016-12-12,2017-03-18,443.0,True,True,96.0,Celia Rouche,West,technolgy,1980.0,7708.38,13756.0,United States,,GTX,550
TBV972NP,Violet Mclelland,MG Special,Sumace,Lost,2016-12-12,2017-03-23,0.0,False,True,101.0,Cara Losch,East,retail,2000.0,167.89,493.0,Romania,,MG,55
EJMX0EIJ,Darcel Schlecht,GTX Plus Pro,Betatech,Won,2016-12-13,2017-03-20,4278.0,True,True,97.0,Melvin Marxen,Central,medical,1986.0,647.18,1185.0,Kenya,,GTX,5482
VR9NYBOV,Garret Kinder,MG Special,Kinnamplus,Won,2016-12-13,2017-03-06,41.0,True,True,83.0,Cara Losch,East,retail,2004.0,702.72,1831.0,United States,,MG,55
3U25FK08,Jonathan Berthelot,GTX Basic,Isdom,Won,2016-12-13,2017-03-28,519.0,True,True,105.0,Melvin Marxen,Central,medical,2002.0,3178.24,4540.0,United States,,GTX,550
KV2OFRJT,Kami Bicknell,GTX Pro,,Engaging,2016-12-13,,,False,False,,Summer Sewald,West,,,,,,,GTX,4821
CRLK4Z1P,Maureen Marcano,GTX Basic,Kan-code,Won,2016-12-13,2017-03-04,524.0,True,True,81.0,Summer Sewald,West,software,1982.0,11698.03,34288.0,United States,,GTX,550
OGENAT0L,Zane Levy,GTX Basic,Singletechno,Won,2016-12-13,2017-03-27,552.0,True,True,104.0,Summer Sewald,West,retail,1996.0,2214.94,5374.0,United States,,GTX,550
F57JWIDF,Gladys Colclough,GTX Plus Basic,Konmatfix,Won,2016-12-14,2017-03-02,970.0,True,True,78.0,Melvin Marxen,Central,marketing,1985.0,375.43,1190.0,United States,,GTX,1096
ERFRHR3Z,Hayden Neloms,MG Advanced,,Engaging,2016-12-14,,,False,False,,Celia Rouche,West,,,,,,,MG,3393
J53D8EOL,Kary Hendrixson,GTX Plus Basic,Hottechi,Engaging,2016-12-14,,,False,False,,Summer Sewald,West,technolgy,1997.0,8170.38,16499.0,Korea,,GTX,1096
LF8JZ3Q5,Kary Hendrixson,GTX Plus Basic,Hatfan,Won,2016-12-14,2017-03-13,1046.0,True,True,89.0,Summer Sewald,West,services,1982.0,792.46,1299.0,United States,,GTX,1096
MRGBSMQ5,Kary Hendrixson,GTX Plus Basic,Sunnamplex,Won,2016-12-14,2017-03-14,988.0,True,True,90.0,Summer Sewald,West,marketing,2008.0,894.37,1593.0,Poland,,GTX,1096
CBAV8ZJL,Lajuana Vencill,GTX Basic,Codehow,Won,2016-12-14,2017-03-22,547.0,True,True,98.0,Dustin Brinkmann,Central,software,1998.0,2714.9,2641.0,United States,Acme Corporation,GTX,550
J32XDDAW,Markita Hansen,GTX Basic,,Engaging,2016-12-14,,,False,False,,Celia Rouche,West,,,,,,,GTX,550
NN4DWBVN,Maureen Marcano,GTX Pro,Singletechno,Lost,2016-12-14,2017-03-04,0.0,False,True,80.0,Summer Sewald,West,retail,1996.0,2214.94,5374.0,United States,,GTX,4821
6JXHEZYK,Versie Hillebrand,MG Special,Isdom,Won,2016-12-14,2017-03-31,54.0,True,True,107.0,Dustin Brinkmann,Central,medical,2002.0,3178.24,4540.0,United States,,MG,55
WDHNR2EI,Violet Mclelland,MG Special,Silis,Won,2016-12-14,2017-03-20,57.0,True,True,96.0,Cara Losch,East,medical,1994.0,2818.38,6290.0,United States,,MG,55
4K750D6F,Violet Mclelland,MG Special,Yearin,Won,2016-12-14,2017-03-18,55.0,True,True,94.0,Cara Losch,East,retail,2005.0,2261.05,3851.0,United States,,MG,55
94GI0ZJ7,Anna Snelling,GTX Plus Pro,Stanredtax,Won,2016-12-15,2017-03-15,5765.0,True,True,90.0,Dustin Brinkmann,Central,finance,1987.0,1698.2,3798.0,United States,,GTX,5482
TODG6DEK,Daniell Hammack,GTX Basic,Bioplex,Won,2016-12-15,2017-03-16,639.0,True,True,91.0,Rocco Neubert,East,medical,1991.0,326.82,1016.0,United States,,GTX,550
G0ECB8FS,Kary Hendrixson,GTX Pro,Labdrill,Won,2016-12-15,2017-03-15,5100.0,True,True,90.0,Summer Sewald,West,medical,1985.0,2741.37,9226.0,United States,,GTX,4821
1ZDDZD8B,Markita Hansen,MG Special,,Engaging,2016-12-15,,,False,False,,Celia Rouche,West,,,,,,,MG,55
96MZYUY0,Vicki Laflamme,GTX Pro,Fasehatice,Won,2016-12-15,2017-03-07,4906.0,True,True,82.0,Celia Rouche,West,retail,1990.0,4968.91,7523.0,United States,,GTX,4821
EZVKSQ9C,Boris Faz,GTX Plus Pro,Genco Pura Olive Oil Company,Engaging,2016-12-16,,,False,False,,Rocco Neubert,East,retail,2007.0,894.33,1635.0,Italy,,GTX,5482
RJYG004O,Daniell Hammack,GTX Basic,Domzoom,Engaging,2016-12-16,,,False,False,,Rocco Neubert,East,entertainment,1998.0,217.87,551.0,United States,,GTX,550
JZOKHHWN,Donn Cantrell,GTX Plus Basic,Opentech,Won,2016-12-16,2017-03-07,1037.0,True,True,81.0,Rocco Neubert,East,finance,1994.0,355.23,853.0,United States,,GTX,1096
EH6I67I0,James Ascencio,GTX Basic,Plexzap,Won,2016-12-16,2017-03-15,537.0,True,True,89.0,Summer Sewald,West,retail,2001.0,2437.85,4874.0,United States,,GTX,550
JUUXF02Z,Kary Hendrixson,GTX Pro,Hatfan,Won,2016-12-16,2017-03-09,4694.0,True,True,83.0,Summer Sewald,West,services,1982.0,792.46,1299.0,United States,,GTX,4821
OT87JDWO,Lajuana Vencill,GTX Basic,Konmatfix,Won,2016-12-16,2017-03-24,560.0,True,True,98.0,Dustin Brinkmann,Central,marketing,1985.0,375.43,1190.0,United States,,GTX,550
YHKT6YJ7,Moses Frase,GTX Basic,dambase,Won,2016-12-16,2017-03-13,589.0,True,True,87.0,Dustin Brinkmann,Central,marketing,1995.0,2173.98,2928.0,United States,Inity,GTX,550
H78I3TAY,Reed Clapper,GTX Basic,Mathtouch,Won,2016-12-16,2017-03-14,493.0,True,True,88.0,Rocco Neubert,East,marketing,1984.0,3027.46,9516.0,Jordan,,GTX,550
1ROC43JK,Versie Hillebrand,MG Special,Betatech,Won,2016-12-16,2017-03-08,50.0,True,True,82.0,Dustin Brinkmann,Central,medical,1986.0,647.18,1185.0,Kenya,,MG,55
LPZLQL48,Vicki Laflamme,GTX Basic,Y-corporation,Won,2016-12-16,2017-03-28,492.0,True,True,102.0,Celia Rouche,West,employment,1983.0,2871.35,9561.0,United States,,GTX,550
PYOFK7ZD,Cassey Cress,GTX Basic,,Engaging,2016-12-17,,,False,False,,Rocco Neubert,East,,,,,,,GTX,550
DWUXMAGZ,Corliss Cosme,GTX Plus Pro,,Engaging,2016-12-17,,,False,False,,Cara Losch,East,,,,,,,GTX,5482
3KR50X38,Corliss Cosme,GTX Plus Basic,Konex,Won,2016-12-17,2017-03-13,1255.0,True,True,86.0,Cara Losch,East,technolgy,1980.0,7708.38,13756.0,United States,,GTX,1096
Q3WLHRE9,Darcel Schlecht,GTX Basic,Statholdings,Won,2016-12-17,2017-03-04,463.0,True,True,77.0,Melvin Marxen,Central,employment,1997.0,291.27,586.0,United States,,GTX,550
IX7UEOAP,Donn Cantrell,GTX Plus Basic,Initech,Lost,2016-12-17,2017-03-27,0.0,False,True,100.0,Rocco Neubert,East,telecommunications,1994.0,6395.05,20275.0,United States,,GTX,1096
NQU62K1H,Donn Cantrell,GTX Basic,Zencorporation,Won,2016-12-17,2017-03-12,605.0,True,True,85.0,Rocco Neubert,East,technolgy,2011.0,40.79,142.0,China,,GTX,550
NAQKOU0T,Hayden Neloms,GTX Plus Basic,Fasehatice,Won,2016-12-17,2017-03-20,1315.0,True,True,93.0,Celia Rouche,West,retail,1990.0,4968.91,7523.0,United States,,GTX,1096
I3V3GUAI,Lajuana Vencill,GTX Basic,Zumgoity,Won,2016-12-17,2017-03-02,559.0,True,True,75.0,Dustin Brinkmann,Central,medical,1984.0,441.08,1210.0,United States,,GTX,550
PN4VJDXY,Moses Frase,GTX Basic,Rundofase,Won,2016-12-17,2017-03-28,557.0,True,True,101.0,Dustin Brinkmann,Central,technolgy,1983.0,1008.06,1238.0,United States,,GTX,550
K9D4DQ3R,Rosie Papadopoulos,MG Special,Vehement Capital Partners,Won,2016-12-17,2017-03-02,48.0,True,True,75.0,Cara Losch,East,finance,1993.0,646.1,883.0,United States,Golddex,MG,55
9X6V79KE,Versie Hillebrand,GTX Plus Pro,Isdom,Won,2016-12-17,2017-03-25,6282.0,True,True,98.0,Dustin Brinkmann,Central,medical,2002.0,3178.24,4540.0,United States,,GTX,5482
6SN2RQJX,Vicki Laflamme,MG Special,,Engaging,2016-12-17,,,False,False,,Celia Rouche,West,,,,,,,MG,55
W1KLFNE4,Anna Snelling,MG Advanced,Isdom,Won,2016-12-18,2017-03-02,3246.0,True,True,74.0,Dustin Brinkmann,Central,medical,2002.0,3178.24,4540.0,United States,,MG,3393
NKPH3EFG,Cassey Cress,MG Advanced,,Engaging,2016-12-18,,,False,False,,Rocco Neubert,East,,,,,,,MG,3393
GD2OCW12,Darcel Schlecht,GTX Basic,Finhigh,Won,2016-12-18,2017-03-14,514.0,True,True,86.0,Melvin Marxen,Central,finance,2006.0,1102.43,1759.0,United States,,GTX,550
6XO4RYXK,Donn Cantrell,GTX Plus Basic,Silis,Won,2016-12-18,2017-03-15,1132.0,True,True,87.0,Rocco Neubert,East,medical,1994.0,2818.38,6290.0,United States,,GTX,1096
18Y7GRPW,Garret Kinder,GTX Plus Pro,Silis,Won,2016-12-18,2017-03-21,5918.0,True,True,93.0,Cara Losch,East,medical,1994.0,2818.38,6290.0,United States,,GTX,5482
127ZPLXQ,Kary Hendrixson,GTX Pro,Hottechi,Lost,2016-12-18,2017-03-18,0.0,False,True,90.0,Summer Sewald,West,technolgy,1997.0,8170.38,16499.0,Korea,,GTX,4821
U07C2HEG,Maureen Marcano,MG Special,Kan-code,Lost,2016-12-18,2017-03-14,0.0,False,True,86.0,Summer Sewald,West,software,1982.0,11698.03,34288.0,United States,,MG,55
RNTOJ78L,Rosalina Dieter,MG Special,Hatfan,Lost,2016-12-18,2017-03-13,0.0,False,True,85.0,Celia Rouche,West,services,1982.0,792.46,1299.0,United States,,MG,55
N07K7DR7,Rosie Papadopoulos,MG Special,Plexzap,Engaging,2016-12-18,,,False,False,,Cara Losch,East,retail,2001.0,2437.85,4874.0,United States,,MG,55
NLB4D5BQ,Versie Hillebrand,MG Advanced,Gogozoom,Won,2016-12-18,2017-03-24,2955.0,True,True,96.0,Dustin Brinkmann,Central,telecommunications,2007.0,86.68,187.0,United States,Sonron,MG,3393
FCFDJIEZ,Vicki Laflamme,GTX Pro,Fasehatice,Won,2016-12-18,2017-03-21,3742.0,True,True,93.0,Celia Rouche,West,retail,1990.0,4968.91,7523.0,United States,,GTX,4821
YZGDW4G1,Violet Mclelland,MG Special,Initech,Won,2016-12-18,2017-03-14,64.0,True,True,86.0,Cara Losch,East,telecommunications,1994.0,6395.05,20275.0,United States,,MG,55
G8AO5FA2,Wilburn Farren,MG Advanced,Initech,Lost,2016-12-18,2017-03-27,0.0,False,True,99.0,Cara Losch,East,telecommunications,1994.0,6395.05,20275.0,United States,,MG,3393
125VIRMX,Elease Gluck,GTK 500,Warephase,Engaging,2016-12-19,,,False,False,,Celia Rouche,West,services,1997.0,2041.73,5276.0,United States,,GTK,26768
LXXW3TRW,Elease Gluck,GTX Plus Basic,Scotfind,Won,2016-12-19,2017-03-18,1164.0,True,True,89.0,Celia Rouche,West,software,1996.0,6354.87,16780.0,United States,Bubba Gump,GTX,1096
8KJ3H262,Elease Gluck,MG Special,Singletechno,Won,2016-12-19,2017-03-07,65.0,True,True,78.0,Celia Rouche,West,retail,1996.0,2214.94,5374.0,United States,,MG,55
88POGNEL,Gladys Colclough,GTX Plus Basic,Cancity,Lost,2016-12-19,2017-03-07,0.0,False,True,78.0,Melvin Marxen,Central,retail,2001.0,718.62,2448.0,United States,,GTX,1096
UYP3NNU6,Kami Bicknell,GTX Basic,Groovestreet,Won,2016-12-19,2017-03-16,441.0,True,True,87.0,Summer Sewald,West,retail,2003.0,223.8,299.0,United States,,GTX,550
S1V8684Y,Marty Freudenburg,GTX Plus Basic,Finhigh,Lost,2016-12-19,2017-03-12,0.0,False,True,83.0,Melvin Marxen,Central,finance,2006.0,1102.43,1759.0,United States,,GTX,1096
MOPWEMB5,Vicki Laflamme,GTX Pro,Hatfan,Won,2016-12-19,2017-03-16,4907.0,True,True,87.0,Celia Rouche,West,services,1982.0,792.46,1299.0,United States,,GTX,4821
L62MDI48,Anna Snelling,MG Advanced,Isdom,Lost,2016-12-20,2017-03-01,0.0,False,True,71.0,Dustin Brinkmann,Central,medical,2002.0,3178.24,4540.0,United States,,MG,3393
3ECHUPQY,Daniell Hammack,GTX Plus Basic,,Engaging,2016-12-20,,,False,False,,Rocco Neubert,East,,,,,,,GTX,1096
3EL8D4WO,Darcel Schlecht,MG Advanced,Codehow,Won,2016-12-20,2017-03-25,3269.0,True,True,95.0,Melvin Marxen,Central,software,1998.0,2714.9,2641.0,United States,Acme Corporation,MG,3393
